CountyName,datetime_local,date_str,hour_str,local_hour,index,cloud_coverage,n_points
Humboldt,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,1.0,1369
Imperial,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.019179541822056473,1877
Inyo,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.3081637656288306,4079
Kern,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.7400059224163459,3377
Kings,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.6637478108581436,571
Lake,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.7432950191570882,522
Lassen,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.706583427922815,1762
Los Angeles,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.6741440377804014,1694
Madera,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.004624277456647399,865
Marin,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.08411214953271028,214
Mariposa,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0,581
Mendocino,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,1.0,1369
Merced,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.026119402985074626,804
Modoc,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.9700715679895902,1537
Mono,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.4678076609616952,1227
Monterey,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.02539912917271408,1378
Napa,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.1910828025477707,314
Nevada,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.12234042553191489,376
Orange,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.2819767441860465,344
Placer,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.032758620689655175,580
Plumas,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.3924949290060852,986
Riverside,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.008561080013170892,3037
Sacramento,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.01015228426395939,394
San Benito,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0,574
San Bernardino,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.036973764490543015,8195
San Diego,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0016611295681063123,1806
San Francisco,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0,21
San Joaquin,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.005253940455341506,571
San Luis Obispo,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.6506110711718188,1391
San Mateo,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0,189
Santa Barbara,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.17216117216117216,1092
Santa Clara,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0018867924528301887,530
Santa Cruz,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.3891891891891892,185
Shasta,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.986878453038674,1448
Sierra,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.425531914893617,376
Siskiyou,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,1.0,2342
Solano,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.03428571428571429,350
Sonoma,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.5226917057902973,639
Stanislaus,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.006546644844517185,611
Sutter,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.6514522821576764,241
Tehama,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.8754416961130742,1132
Trinity,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,1.0,1224
Tulare,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.7715736040609137,1970
Tuolumne,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.0022271714922048997,898
Ventura,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.5006418485237484,779
Yolo,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.22358722358722358,407
Yuba,2025-11-03T18:00,"Nov 03, 2025",6 PM,18,18,0.43775100401606426,249
Alameda,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.009933774834437087,302
Alpine,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,289
Amador,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,235
Butte,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.8964451313755796,647
Calaveras,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,415
Colusa,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.9889135254988913,451
Contra Costa,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.003278688524590164,305
Del Norte,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,381
El Dorado,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.03281027104136947,701
Fresno,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.01190965092402464,2435
Glenn,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,513
Humboldt,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,1369
Imperial,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.020245071923281833,1877
Inyo,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.554302525128708,4079
Kern,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.5333135919455138,3377
Kings,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.1243432574430823,571
Lake,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.975095785440613,522
Lassen,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.6276958002270148,1762
Los Angeles,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.8099173553719008,1694
Madera,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,865
Marin,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.2523364485981308,214
Mariposa,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,581
Mendocino,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,1369
Merced,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.021144278606965175,804
Modoc,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.9681197137280416,1537
Mono,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.20374898125509372,1227
Monterey,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.050072568940493466,1378
Napa,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.054140127388535034,314
Nevada,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.2127659574468085,376
Orange,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.7616279069767442,344
Placer,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.11206896551724138,580
Plumas,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.42190669371196754,986
Riverside,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.018768521567336188,3037
Sacramento,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.012690355329949238,394
San Benito,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.010452961672473868,574
San Bernardino,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.17632702867602196,8195
San Diego,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.023809523809523808,1806
San Francisco,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,21
San Joaquin,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,571
San Luis Obispo,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.1689432063263839,1391
San Mateo,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.005291005291005291,189
Santa Barbara,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.1684981684981685,1092
Santa Clara,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,530
Santa Cruz,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.3837837837837838,185
Shasta,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,1448
Sierra,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.2765957446808511,376
Siskiyou,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,2342
Solano,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,350
Sonoma,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.810641627543036,639
Stanislaus,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.008183306055646482,611
Sutter,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.5269709543568465,241
Tehama,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,1132
Trinity,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,1.0,1224
Tulare,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.6954314720812182,1970
Tuolumne,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.0,898
Ventura,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.5596919127086007,779
Yolo,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.23832923832923833,407
Yuba,2025-11-03T19:00,"Nov 03, 2025",7 PM,19,19,0.19678714859437751,249
Alameda,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.009933774834437087,302
Alpine,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0,289
Amador,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.00851063829787234,235
Butte,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.9119010819165378,647
Calaveras,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0,415
Colusa,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.9955654101995566,451
Contra Costa,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.08524590163934426,305
Del Norte,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,381
El Dorado,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.028530670470756064,701
Fresno,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.00862422997946612,2435
Glenn,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,513
Humboldt,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,1369
Imperial,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.02397442727757059,1877
Inyo,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.7641578818337827,4079
Kern,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.1859638732602902,3377
Kings,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0840630472854641,571
Lake,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,522
Lassen,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.6543700340522134,1762
Los Angeles,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.7851239669421488,1694
Madera,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0011560693641618498,865
Marin,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.3691588785046729,214
Mariposa,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0,581
Mendocino,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,1369
Merced,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.01990049751243781,804
Modoc,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.9980481457384516,1537
Mono,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.03830480847595762,1227
Monterey,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.07329462989840348,1378
Napa,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.48089171974522293,314
Nevada,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.7446808510638298,376
Orange,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.5348837209302325,344
Placer,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.1896551724137931,580
Plumas,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.4432048681541582,986
Riverside,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.13961145867632532,3037
Sacramento,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.005076142131979695,394
San Benito,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.005226480836236934,574
San Bernardino,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.41354484441732764,8195
San Diego,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.029900332225913623,1806
San Francisco,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.19047619047619047,21
San Joaquin,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0017513134851138354,571
San Luis Obispo,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.1710999281092739,1391
San Mateo,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.05291005291005291,189
Santa Barbara,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.25457875457875456,1092
Santa Clara,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0,530
Santa Cruz,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.3837837837837838,185
Shasta,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,1448
Sierra,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.6436170212765957,376
Siskiyou,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,2342
Solano,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.011428571428571429,350
Sonoma,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.8012519561815337,639
Stanislaus,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0016366612111292963,611
Sutter,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.9336099585062241,241
Tehama,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,1132
Trinity,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,1.0,1224
Tulare,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.2598984771573604,1970
Tuolumne,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0,898
Ventura,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.0834403080872914,779
Yolo,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.601965601965602,407
Yuba,2025-11-03T20:00,"Nov 03, 2025",8 PM,20,20,0.9196787148594378,249
Alameda,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.18543046357615894,302
Alpine,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.05190311418685121,289
Amador,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.00425531914893617,235
Butte,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.8083462132921174,647
Calaveras,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0,415
Colusa,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,451
Contra Costa,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.17049180327868851,305
Del Norte,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,381
El Dorado,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.042796005706134094,701
Fresno,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0,2435
Glenn,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,513
Humboldt,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,1369
Imperial,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.02397442727757059,1877
Inyo,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.486393723951949,4079
Kern,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.11341427302339355,3377
Kings,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0297723292469352,571
Lake,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,522
Lassen,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.49148694665153236,1762
Los Angeles,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.47461629279811096,1694
Madera,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0,865
Marin,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.7663551401869159,214
Mariposa,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0,581
Mendocino,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,1369
Merced,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.026119402985074626,804
Modoc,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.9986987638256344,1537
Mono,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.029339853300733496,1227
Monterey,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.05878084179970972,1378
Napa,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.6337579617834395,314
Nevada,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.44148936170212766,376
Orange,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.25290697674418605,344
Placer,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.25689655172413794,580
Plumas,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.2565922920892495,986
Riverside,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.12051366480079026,3037
Sacramento,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0583756345177665,394
San Benito,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.005226480836236934,574
San Bernardino,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.548993288590604,8195
San Diego,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.013842746400885935,1806
San Francisco,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.047619047619047616,21
San Joaquin,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.005253940455341506,571
San Luis Obispo,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.17181883537023723,1391
San Mateo,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.14285714285714285,189
Santa Barbara,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.24267399267399267,1092
Santa Clara,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0,530
Santa Cruz,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.3837837837837838,185
Shasta,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,1448
Sierra,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.4228723404255319,376
Siskiyou,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,2342
Solano,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.05714285714285714,350
Sonoma,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.8716744913928013,639
Stanislaus,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.008183306055646482,611
Sutter,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.7925311203319502,241
Tehama,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,1132
Trinity,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,1.0,1224
Tulare,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.07563451776649746,1970
Tuolumne,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.0,898
Ventura,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.01668806161745828,779
Yolo,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.6732186732186732,407
Yuba,2025-11-03T21:00,"Nov 03, 2025",9 PM,21,21,0.6666666666666666,249
Alameda,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.40728476821192056,302
Alpine,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.02768166089965398,289
Amador,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.01276595744680851,235
Butte,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.8438948995363215,647
Calaveras,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.0,415
Colusa,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,451
Contra Costa,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.4852459016393443,305
Del Norte,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.9973753280839895,381
El Dorado,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.09700427960057062,701
Fresno,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.0004106776180698152,2435
Glenn,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,513
Humboldt,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,1369
Imperial,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.036228023441662226,1877
Inyo,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.38048541309144396,4079
Kern,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.01391767841279242,3377
Kings,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.01576182136602452,571
Lake,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,522
Lassen,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.6799091940976163,1762
Los Angeles,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.22727272727272727,1694
Madera,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.004624277456647399,865
Marin,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.7616822429906542,214
Mariposa,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.0,581
Mendocino,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,1369
Merced,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.03980099502487562,804
Modoc,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.9941444372153546,1537
Mono,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.03830480847595762,1227
Monterey,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.0899854862119013,1378
Napa,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.767515923566879,314
Nevada,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.2393617021276596,376
Orange,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.5523255813953488,344
Placer,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.23103448275862068,580
Plumas,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.3093306288032454,986
Riverside,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.025353967731313796,3037
Sacramento,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.012690355329949238,394
San Benito,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.012195121951219513,574
San Bernardino,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.5277608297742525,8195
San Diego,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.0049833887043189366,1806
San Francisco,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.6666666666666666,21
San Joaquin,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.005253940455341506,571
San Luis Obispo,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.17397555715312724,1391
San Mateo,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.24867724867724866,189
Santa Barbara,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.21336996336996336,1092
Santa Clara,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.009433962264150943,530
Santa Cruz,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.33513513513513515,185
Shasta,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,1448
Sierra,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.2127659574468085,376
Siskiyou,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.9748078565328779,2342
Solano,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.12,350
Sonoma,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.8841940532081377,639
Stanislaus,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.011456628477905073,611
Sutter,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.6141078838174274,241
Tehama,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,1132
Trinity,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,1.0,1224
Tulare,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.027411167512690356,1970
Tuolumne,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.0,898
Ventura,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.011553273427471117,779
Yolo,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.5085995085995086,407
Yuba,2025-11-03T22:00,"Nov 03, 2025",10 PM,22,22,0.751004016064257,249
Alameda,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.46357615894039733,302
Alpine,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.02422145328719723,289
Amador,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.00851063829787234,235
Butte,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.8732612055641422,647
Calaveras,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.0,415
Colusa,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,1.0,451
Contra Costa,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.49836065573770494,305
Del Norte,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.9921259842519685,381
El Dorado,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.09415121255349501,701
Fresno,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.0004106776180698152,2435
Glenn,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,1.0,513
Humboldt,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.9992695398100804,1369
Imperial,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.02557272242940863,1877
Inyo,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.27457710223093895,4079
Kern,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.015694403316553154,3377
Kings,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.0070052539404553416,571
Lake,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,1.0,522
Lassen,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.6923950056753689,1762
Los Angeles,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.0448642266824085,1694
Madera,2025-11-03T23:00,"Nov 03, 2025",11 PM,23,23,0.004624277456647399,865
