CountyName,datetime_local,date_str,hour_str,local_hour,index,cloud_coverage,n_points
Tulare,2025-11-04T13:00,"Nov 04, 2025",1 PM,13,37,0.016751269035532996,1970
Tuolumne,2025-11-04T13:00,"Nov 04, 2025",1 PM,13,37,0.02338530066815145,898
Ventura,2025-11-04T13:00,"Nov 04, 2025",1 PM,13,37,0.010269576379974325,779
Yolo,2025-11-04T13:00,"Nov 04, 2025",1 PM,13,37,0.9631449631449631,407
Yuba,2025-11-04T13:00,"Nov 04, 2025",1 PM,13,37,1.0,249
Alameda,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.45695364238410596,302
Alpine,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.6782006920415224,289
Amador,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9361702127659575,235
Butte,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,647
Calaveras,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.7012048192771084,415
Colusa,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,451
Contra Costa,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.5409836065573771,305
Del Norte,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,381
El Dorado,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9985734664764622,701
Fresno,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.010677618069815195,2435
Glenn,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,513
Humboldt,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,1369
Imperial,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.010122535961640916,1877
Inyo,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.03922530031870557,4079
Kern,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.002961208172934557,3377
Kings,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0,571
Lake,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,522
Lassen,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9699205448354143,1762
Los Angeles,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0005903187721369539,1694
Madera,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0023121387283236996,865
Marin,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,214
Mariposa,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0,581
Mendocino,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,1369
Merced,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0,804
Modoc,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,1537
Mono,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.03341483292583537,1227
Monterey,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0050798258345428155,1378
Napa,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,314
Nevada,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,376
Orange,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0,344
Placer,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9913793103448276,580
Plumas,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9746450304259635,986
Riverside,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.010865986170563056,3037
Sacramento,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,394
San Benito,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0,574
San Bernardino,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.006955460646735814,8195
San Diego,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0005537098560354374,1806
San Francisco,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,21
San Joaquin,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9387040280210157,571
San Luis Obispo,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.0927390366642703,1391
San Mateo,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.8835978835978836,189
Santa Barbara,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.04487179487179487,1092
Santa Clara,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.13018867924528302,530
Santa Cruz,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.21621621621621623,185
Shasta,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9986187845303868,1448
Sierra,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9920212765957447,376
Siskiyou,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,2342
Solano,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9628571428571429,350
Sonoma,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,639
Stanislaus,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.19312602291325695,611
Sutter,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,241
Tehama,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.9991166077738516,1132
Trinity,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,1224
Tulare,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.014720812182741117,1970
Tuolumne,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.1492204899777283,898
Ventura,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,0.011553273427471117,779
Yolo,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,407
Yuba,2025-11-04T14:00,"Nov 04, 2025",2 PM,14,38,1.0,249
Alameda,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.6854304635761589,302
Alpine,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.71280276816609,289
Amador,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.9872340425531915,235
Butte,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,647
Calaveras,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.9759036144578314,415
Colusa,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,451
Contra Costa,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.8950819672131147,305
Del Norte,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,381
El Dorado,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,701
Fresno,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.009856262833675565,2435
Glenn,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,513
Humboldt,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,1369
Imperial,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.015982951518380393,1877
Inyo,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.10468252022554547,4079
Kern,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.004441812259401836,3377
Kings,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.0,571
Lake,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,522
Lassen,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.9982973893303064,1762
Los Angeles,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.004722550177095631,1694
Madera,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.004624277456647399,865
Marin,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,214
Mariposa,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.0,581
Mendocino,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,1369
Merced,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.0012437810945273632,804
Modoc,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,1537
Mono,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.09698451507742462,1227
Monterey,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.007982583454281567,1378
Napa,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,314
Nevada,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,376
Orange,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.0,344
Placer,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,580
Plumas,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.9847870182555781,986
Riverside,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.04445176160684886,3037
Sacramento,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,394
San Benito,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.0,574
San Bernardino,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.027821842586943257,8195
San Diego,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.009966777408637873,1806
San Francisco,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,21
San Joaquin,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.9982486865148862,571
San Luis Obispo,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.13156002875629044,1391
San Mateo,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.6190476190476191,189
Santa Barbara,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.026556776556776556,1092
Santa Clara,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.29056603773584905,530
Santa Cruz,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.2648648648648649,185
Shasta,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,1448
Sierra,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.9813829787234043,376
Siskiyou,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,2342
Solano,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,350
Sonoma,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,639
Stanislaus,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.5711947626841244,611
Sutter,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,241
Tehama,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,1132
Trinity,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,1224
Tulare,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.02182741116751269,1970
Tuolumne,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.3307349665924276,898
Ventura,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,0.0012836970474967907,779
Yolo,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,407
Yuba,2025-11-04T15:00,"Nov 04, 2025",3 PM,15,39,1.0,249
Alameda,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.6324503311258278,302
Alpine,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,289
Amador,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,235
Butte,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,647
Calaveras,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,415
Colusa,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,451
Contra Costa,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9377049180327869,305
Del Norte,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,381
El Dorado,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,701
Fresno,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.02915811088295688,2435
Glenn,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,513
Humboldt,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,1369
Imperial,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.013319126265316995,1877
Inyo,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.24123559696003924,4079
Kern,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.059816405093278055,3377
Kings,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.0,571
Lake,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,522
Lassen,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,1762
Los Angeles,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.02538370720188902,1694
Madera,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.020809248554913295,865
Marin,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9813084112149533,214
Mariposa,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.03270223752151463,581
Mendocino,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,1369
Merced,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.09328358208955224,804
Modoc,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,1537
Mono,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.3634881825590872,1227
Monterey,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.05297532656023222,1378
Napa,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9554140127388535,314
Nevada,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,376
Orange,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.0,344
Placer,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,580
Plumas,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9989858012170385,986
Riverside,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.07935462627593019,3037
Sacramento,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,394
San Benito,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.0313588850174216,574
San Bernardino,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.07907260524710188,8195
San Diego,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.016057585825027684,1806
San Francisco,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.7619047619047619,21
San Joaquin,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,571
San Luis Obispo,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.21567217828900073,1391
San Mateo,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.7671957671957672,189
Santa Barbara,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.08516483516483517,1092
Santa Clara,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.6735849056603773,530
Santa Cruz,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.6216216216216216,185
Shasta,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9972375690607734,1448
Sierra,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,376
Siskiyou,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,2342
Solano,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9971428571428571,350
Sonoma,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9984350547730829,639
Stanislaus,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.9819967266775778,611
Sutter,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,241
Tehama,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,1132
Trinity,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,1224
Tulare,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.03654822335025381,1970
Tuolumne,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.6469933184855234,898
Ventura,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,0.026957637997432605,779
Yolo,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,407
Yuba,2025-11-04T16:00,"Nov 04, 2025",4 PM,16,40,1.0,249
Alameda,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9966887417218543,302
Alpine,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,289
Amador,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,235
Butte,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,647
Calaveras,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,415
Colusa,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,451
Contra Costa,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,305
Del Norte,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,381
El Dorado,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,701
Fresno,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.03655030800821355,2435
Glenn,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,513
Humboldt,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9985390796201608,1369
Imperial,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.017048481619605753,1877
Inyo,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.008090218190733023,4079
Kern,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.005922416345869114,3377
Kings,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.19614711033274956,571
Lake,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9942528735632183,522
Lassen,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,1762
Los Angeles,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.004722550177095631,1694
Madera,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.025433526011560695,865
Marin,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9345794392523364,214
Mariposa,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.15834767641996558,581
Mendocino,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9948867786705624,1369
Merced,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.3781094527363184,804
Modoc,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,1537
Mono,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.28117359413202936,1227
Monterey,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.027576197387518143,1378
Napa,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9904458598726115,314
Nevada,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,376
Orange,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.0,344
Placer,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,580
Plumas,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9797160243407708,986
Riverside,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.005926901547579849,3037
Sacramento,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,394
San Benito,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.14634146341463414,574
San Bernardino,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.007077486272117145,8195
San Diego,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.011627906976744186,1806
San Francisco,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,21
San Joaquin,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,571
San Luis Obispo,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.23005032350826743,1391
San Mateo,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9894179894179894,189
Santa Barbara,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.2032967032967033,1092
Santa Clara,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.7018867924528301,530
Santa Cruz,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.7189189189189189,185
Shasta,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,1448
Sierra,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9654255319148937,376
Siskiyou,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9995730145175064,2342
Solano,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,350
Sonoma,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9984350547730829,639
Stanislaus,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.9901800327332242,611
Sutter,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,241
Tehama,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,1132
Trinity,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,1224
Tulare,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.04111675126903553,1970
Tuolumne,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.7438752783964365,898
Ventura,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,0.007702182284980745,779
Yolo,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,407
Yuba,2025-11-04T17:00,"Nov 04, 2025",5 PM,17,41,1.0,249
Alameda,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9403973509933775,302
Alpine,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9688581314878892,289
Amador,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,235
Butte,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,647
Calaveras,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,415
Colusa,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,451
Contra Costa,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9672131147540983,305
Del Norte,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,381
El Dorado,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,701
Fresno,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.025872689938398356,2435
Glenn,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,513
Humboldt,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1369
Imperial,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.019179541822056473,1877
Inyo,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.003187055650894827,4079
Kern,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.0023689665383476457,3377
Kings,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.19089316987740806,571
Lake,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9961685823754789,522
Lassen,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1762
Los Angeles,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.0059031877213695395,1694
Madera,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.020809248554913295,865
Marin,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,214
Mariposa,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.1721170395869191,581
Mendocino,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1369
Merced,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.654228855721393,804
Modoc,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1537
Mono,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.23634881825590873,1227
Monterey,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.21915820029027577,1378
Napa,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,314
Nevada,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,376
Orange,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.0,344
Placer,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,580
Plumas,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9807302231237323,986
Riverside,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.004939084622983207,3037
Sacramento,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,394
San Benito,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.5470383275261324,574
San Bernardino,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.0029286150091519217,8195
San Diego,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.020487264673311186,1806
San Francisco,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9523809523809523,21
San Joaquin,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,571
San Luis Obispo,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.2782171099928109,1391
San Mateo,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.7883597883597884,189
Santa Barbara,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.3131868131868132,1092
Santa Clara,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9207547169811321,530
Santa Cruz,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9405405405405406,185
Shasta,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1448
Sierra,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,376
Siskiyou,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,2342
Solano,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,350
Sonoma,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.9984350547730829,639
Stanislaus,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,611
Sutter,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,241
Tehama,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1132
Trinity,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,1224
Tulare,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.030964467005076143,1970
Tuolumne,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.7505567928730512,898
Ventura,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,0.0,779
Yolo,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,407
Yuba,2025-11-04T18:00,"Nov 04, 2025",6 PM,18,42,1.0,249
Alameda,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,302
Alpine,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,0.8685121107266436,289
Amador,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,235
Butte,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,647
Calaveras,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,415
Colusa,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,451
Contra Costa,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,305
Del Norte,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,381
El Dorado,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,0.9914407988587732,701
Fresno,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,0.162217659137577,2435
Glenn,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,513
Humboldt,2025-11-04T19:00,"Nov 04, 2025",7 PM,19,43,1.0,1369
